ResourceCapacity.Hardware.CPU.CoreCount,ResourceCapacity.Hardware.CPU.ClockFrequency,ResourceCapacity.Hardware.CPU.Architecture,ResourceCapacity.Hardware.CPU.CacheSize,ResourceCapacity.Hardware.Memory.TotalCapacity,ResourceCapacity.Hardware.Memory.Type,ResourceCapacity.Hardware.Memory.Bandwidth,ResourceCapacity.Hardware.Storage.Capacity,ResourceCapacity.Hardware.Storage.Type,ResourceCapacity.Hardware.Storage.ReadWriteSpeed,ResourceCapacity.Hardware.Network.UpstreamBW,ResourceCapacity.Hardware.Network.DownstreamBW,ResourceCapacity.Hardware.Network.Latency,ResourceCapacity.OperationalStatus.Uptime24h,ResourceCapacity.OperationalStatus.CoreEligibility,ResourceCapacity.OperationalStatus.ResourceUsage.CPUUtilization,ResourceCapacity.OperationalStatus.ResourceUsage.MemUtilization,OnChainBehavior.TransactionCapability.AvgTPS,OnChainBehavior.TransactionCapability.CrossShardTx.InterNodeVolume,OnChainBehavior.TransactionCapability.CrossShardTx.InterShardVolume,OnChainBehavior.TransactionCapability.ConfirmationDelay,OnChainBehavior.TransactionCapability.ResourcePerTx.CPUPerTx,OnChainBehavior.TransactionCapability.ResourcePerTx.MemPerTx,OnChainBehavior.TransactionCapability.ResourcePerTx.DiskPerTx,OnChainBehavior.TransactionCapability.ResourcePerTx.NetworkPerTx,OnChainBehavior.BlockGeneration.AvgInterval,OnChainBehavior.BlockGeneration.IntervalStdDev,OnChainBehavior.EconomicContribution.FeeContributionRatio,OnChainBehavior.SmartContractUsage.InvocationFrequency,OnChainBehavior.TransactionTypes.NormalTxRatio,OnChainBehavior.TransactionTypes.ContractTxRatio,OnChainBehavior.Consensus.ParticipationRate,OnChainBehavior.Consensus.TotalReward,OnChainBehavior.Consensus.SuccessRate,NetworkTopology.GeoLocation.Timezone,NetworkTopology.GeoLocation.DataCenter,NetworkTopology.GeoLocation.Region,NetworkTopology.Connections.IntraShardConn,NetworkTopology.Connections.InterShardConn,NetworkTopology.Connections.WeightedDegree,NetworkTopology.Connections.ActiveConn,NetworkTopology.Hierarchy.Depth,NetworkTopology.Hierarchy.ConnectionDensity,NetworkTopology.Centrality.IntraShard.Eigenvector,NetworkTopology.Centrality.IntraShard.Closeness,NetworkTopology.Centrality.InterShard.Betweenness,NetworkTopology.Centrality.InterShard.Influence,NetworkTopology.ShardAllocation.Priority,NetworkTopology.ShardAllocation.ShardPreference,NetworkTopology.ShardAllocation.Adaptability,DynamicAttributes.Compute.CPUUsage,DynamicAttributes.Compute.MemUsage,DynamicAttributes.Compute.ResourceFlux,DynamicAttributes.Storage.Available,DynamicAttributes.Storage.Utilization,DynamicAttributes.Network.LatencyFlux,DynamicAttributes.Network.AvgLatency,DynamicAttributes.Network.BandwidthUsage,DynamicAttributes.Transactions.Frequency,DynamicAttributes.Transactions.ProcessingDelay,DynamicAttributes.Transactions.StakeChangeRate,DynamicAttributes.Reputation.Uptime24h,DynamicAttributes.Reputation.ReputationScore,HeterogeneousType.NodeType,HeterogeneousType.FunctionTags,HeterogeneousType.SupportedFuncs.Functions,HeterogeneousType.SupportedFuncs.Priorities,HeterogeneousType.Application.CurrentState,HeterogeneousType.Application.LoadMetrics.TxFrequency,HeterogeneousType.Application.LoadMetrics.StorageOps
11,2.1,x86,55,190,DDR5,73.2,13.2,SSD,618,1572,29868,77ms,0.97,true,20.6,23.2,1495.7,nodeA:208;nodeB:226;nodeC:150;nodeD:297,shard1:387;shard2:153;shard3:89;shard4:353,755ms,0.18,0.1,0.022,0.07,19s,2.3s,0.31,3141,0.61,0.39,0.75,28.1,0.87,UTC+1,Azure,europe-west,40,31,86.5,35,2,0.51,0.5,0.73,0.9,0.4,2,shard1:0.2;shard2:0.8,0.6,36.1,54.8,0.08,7.6,0.66,1.9,135ms,0.52,78,247ms,0.09,0.996,95.6,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,active,2493,1543
24,3.5,x86,192,162,DDR4,75.3,12.8,SSD,726,3477,34770,123ms,0.996,true,71.6,58.1,1409.2,nodeA:198;nodeB:111;nodeC:32;nodeD:207;nodeE:258,shard1:227;shard2:267;shard3:159;shard4:365,628ms,0.09,0.12,0.05,0.02,19s,1.6s,0.24,102,0.53,0.47,0.88,15.8,0.81,UTC-3,AWS,sa-east-1,57,36,111.0,43,4,0.5,0.82,0.62,0.54,0.71,4,shard1:0.4;shard2:0.6,0.67,84.5,45.6,0.08,7.2,0.43,3.3,162ms,0.76,1770,497ms,0.17,0.989,94.2,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,high_load,2907,296
2,3.5,x86,8,11,DDR4,8.3,1.9,HDD,634,113,1130,21ms,0.853,false,39.2,48.5,61.0,nodeA:226;nodeB:233,shard1:392;shard2:81;shard3:83;shard4:148,718ms,0.12,0.03,0.031,0.01,30s,9.0s,0.29,4116,0.47,0.53,0.47,5.5,0.83,UTC-5,Google Cloud,us-east-1,6,7,16.5,3,3,0.76,0.19,0.63,0.13,0.53,1,shard1:0.7;shard2:0.3,0.53,71.4,29.1,0.08,1.0,0.89,3.7,28ms,0.52,1426,374ms,0.27,0.867,84.7,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,high_load,1600,1107
60,3.3,ARM,180,453,DDR4,305.1,27.5,NVMe,123,2774,27740,63ms,0.991,true,28.2,47.6,701.7,nodeA:38;nodeB:217;nodeC:99,shard1:341;shard2:157;shard3:272;shard4:227,676ms,0.19,0.08,0.01,0.02,6s,0.6s,0.28,264,0.71,0.29,0.92,33.1,0.87,UTC-5,Google Cloud,us-east-1,35,19,63.5,23,3,0.5,0.29,0.34,0.21,0.43,4,shard1:0.3;shard2:0.4;shard3:0.3,0.61,42.2,82.4,0.11,10.4,0.72,4.7,270ms,0.53,794,407ms,0.23,0.975,90.7,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,high_load,2914,1753
16,2.1,ARM,32,196,DDR5,123.3,4.6,SSD,263,2913,58260,127ms,0.966,true,59.5,61.1,1401.3,nodeA:288;nodeB:121;nodeC:91;nodeD:86,shard1:220;shard2:77;shard3:96;shard4:208,860ms,0.23,0.1,0.044,0.01,28s,4.7s,0.2,920,0.47,0.53,0.77,16.9,0.82,UTC+8,AWS,ap-southeast-1,58,40,118.0,48,5,0.69,0.78,0.85,0.58,0.5,3,shard1:0.7;shard2:0.3,0.79,61.4,51.1,0.06,3.5,0.44,14.1,279ms,0.37,922,325ms,0.29,0.988,80.5,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,active,2197,390
28,4.2,ARM,112,285,DDR4,97.0,10.6,SSD,328,3288,13152,111ms,0.994,true,30.8,53.9,665.4,nodeA:216;nodeB:112;nodeC:237;nodeD:97,shard1:209;shard2:248;shard3:395,510ms,0.17,0.06,0.026,0.07,8s,2.2s,0.3,3896,0.68,0.32,0.91,14.6,0.86,UTC+1,Azure,europe-west,45,20,75.0,31,5,0.69,0.37,0.37,0.37,0.59,1,shard1:0.1;shard2:0.8;shard3:0.1,0.61,69.6,74.9,0.18,4.3,0.79,9.5,223ms,0.89,1372,285ms,0.05,0.959,75.3,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,active,1883,240
2,2.9,x86,14,11,DDR4,6.9,1.1,HDD,132,264,3168,197ms,0.863,false,55.5,63.0,52.9,nodeA:297;nodeB:156,shard1:200;shard2:232,1022ms,0.16,0.03,0.024,0.08,18s,3.6s,0.34,3788,0.6,0.4,0.49,8.5,0.84,UTC+0,Digital Ocean,europe-central,8,4,14.0,7,5,0.87,0.14,0.2,0.48,0.48,3,shard1:0.1;shard2:0.3;shard3:0.6,0.59,82.8,72.3,0.21,0.3,0.47,2.7,270ms,0.6,152,663ms,0.21,0.875,68.4,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,active,1313,1620
5,2.6,ARM,10,25,DDR4,8.7,1.6,SSD,625,541,5410,166ms,0.885,false,52.1,58.2,279.7,nodeA:126;nodeB:29;nodeC:232;nodeD:86;nodeE:160,shard1:286;shard2:356;shard3:375,1272ms,0.19,0.03,0.02,0.01,18s,2.6s,0.39,745,0.54,0.46,0.42,4.1,0.76,UTC+1,Azure,europe-west,13,3,17.5,12,2,0.82,0.39,0.7,0.35,0.42,2,shard1:0.2;shard2:0.2;shard3:0.6,0.83,33.2,62.3,0.13,1.2,0.46,10.6,115ms,0.48,1425,96ms,0.19,0.941,77.0,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,high_load,1216,60
54,4.1,ARM,324,343,DDR5,211.8,13.2,HDD,518,3448,65512,171ms,0.98,true,43.8,39.2,466.6,nodeA:76;nodeB:168;nodeC:111,shard1:255;shard2:331,1446ms,0.26,0.08,0.029,0.03,11s,1.3s,0.11,4780,0.79,0.21,0.89,30.9,0.91,UTC-8,AWS,us-west-2,53,21,84.5,35,4,0.79,0.33,0.43,0.16,0.43,5,shard1:0.4;shard2:0.2;shard3:0.4,0.67,58.0,89.7,0.06,10.3,0.63,7.9,140ms,0.54,1150,184ms,0.12,0.996,73.1,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,active,1720,497
59,4.4,ARM,472,453,DDR4,207.9,19.0,SSD,521,2422,33908,128ms,0.989,true,52.5,72.8,469.7,nodeA:185;nodeB:87;nodeC:170,shard1:65;shard2:155,863ms,0.15,0.02,0.042,0.08,15s,1.4s,0.37,3240,0.63,0.37,0.86,19.2,0.89,UTC+8,AWS,ap-southeast-1,59,17,84.5,33,2,0.69,0.47,0.67,0.23,0.3,5,shard1:0.5;shard2:0.3;shard3:0.2,0.8,74.5,86.9,0.06,10.7,0.77,6.5,281ms,0.86,1791,215ms,0.14,0.985,76.0,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,active,2034,1969
18,4.2,x86,54,126,DDR4,66.9,11.6,HDD,127,932,13980,154ms,0.996,true,89.7,75.4,456.3,nodeA:247;nodeB:189;nodeC:250;nodeD:152,shard1:190;shard2:354;shard3:68;shard4:121,527ms,0.29,0.13,0.029,0.07,14s,3.0s,0.26,294,0.58,0.42,0.97,83.0,0.92,UTC+8,AWS,ap-southeast-1,48,24,84.0,46,5,0.58,0.47,0.57,0.46,0.73,1,shard1:0.5;shard2:0.5,0.85,53.8,67.7,0.1,4.0,0.59,4.7,188ms,0.72,201,519ms,0.27,0.989,84.4,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,high_load,1164,751
35,4.4,x86,105,418,DDR5,257.9,17.3,NVMe,570,4257,46827,146ms,0.983,true,76.4,24.0,564.5,nodeA:288;nodeB:136,shard1:153;shard2:236;shard3:390;shard4:66,1286ms,0.11,0.05,0.043,0.06,7s,1.4s,0.18,4266,0.7,0.3,0.95,51.4,0.89,UTC+1,Azure,europe-west,42,30,87.0,25,4,0.64,0.29,0.66,0.36,0.55,4,shard1:0.6;shard2:0.3;shard3:0.1,0.58,88.3,25.9,0.38,7.0,0.49,4.1,162ms,0.7,1542,172ms,0.2,0.967,81.5,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,active,2715,1906
4,3.1,ARM,24,63,DDR5,26.6,52.6,NVMe,587,1912,17208,153ms,0.873,false,70.2,27.4,589.7,nodeA:272;nodeB:110;nodeC:188;nodeD:279,shard1:313;shard2:195;shard3:380,744ms,0.19,0.03,0.014,0.08,17s,4.7s,0.14,2580,0.42,0.58,0.21,5.9,0.82,UTC-3,AWS,sa-east-1,21,6,30.0,15,2,0.43,0.16,0.24,0.18,0.42,2,shard1:0.3;shard2:0.4;shard3:0.3,0.79,49.5,25.6,0.2,39.1,0.73,7.2,119ms,0.68,1350,679ms,0.23,0.949,66.3,storage,"storage,data_service,archive","data_storage,archive_service,data_retrieval",data_storage:1;archive_service:2;data_retrieval:2,high_load,1767,1281
23,4.4,ARM,69,377,DDR4,114.3,29.0,NVMe,641,3427,58259,61ms,0.983,true,24.6,45.2,382.8,nodeA:237;nodeB:221;nodeC:233;nodeD:22,shard1:78;shard2:259;shard3:231,1407ms,0.14,0.11,0.042,0.03,6s,1.4s,0.16,4210,0.52,0.48,0.91,56.4,0.9,UTC-8,AWS,us-west-2,56,14,77.0,38,3,0.42,0.3,0.29,0.16,0.47,3,shard1:0.9;shard2:0.1,0.96,93.8,67.5,0.33,19.4,0.46,14.1,261ms,0.91,1758,360ms,0.12,0.965,88.2,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,idle,1391,971
32,2.7,ARM,128,140,DDR5,64.5,26.1,SSD,453,3785,71915,127ms,0.994,true,75.8,58.2,464.1,nodeA:291;nodeB:169;nodeC:31;nodeD:91,shard1:210;shard2:234,1061ms,0.08,0.05,0.02,0.05,14s,2.3s,0.39,476,0.71,0.29,0.86,58.0,0.95,UTC-8,AWS,us-west-2,37,29,80.5,36,5,0.34,0.13,0.37,0.32,0.38,3,shard1:0.7;shard2:0.1;shard3:0.2,0.55,38.7,73.7,0.16,17.4,0.55,3.1,97ms,0.68,1225,254ms,0.17,0.971,78.2,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,high_load,2338,1612
7,4.4,x86,28,16,DDR5,9.6,1.9,NVMe,263,222,3330,127ms,0.893,false,76.4,70.9,257.9,nodeA:30;nodeB:225;nodeC:170;nodeD:23;nodeE:219,shard1:54;shard2:165,323ms,0.28,0.09,0.006,0.05,16s,4.6s,0.36,2779,0.72,0.28,0.35,6.4,0.81,UTC-5,Google Cloud,us-east-1,23,3,27.5,19,2,0.65,0.5,0.62,0.14,0.57,5,shard1:0.4;shard2:0.2;shard3:0.4,0.81,42.4,29.8,0.29,1.3,0.58,13.5,97ms,0.72,199,236ms,0.2,0.884,73.2,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,idle,2936,1564
19,4.2,x86,133,103,DDR4,40.6,3.5,HDD,435,1543,7715,117ms,0.98,true,62.1,74.1,1023.6,nodeA:127;nodeB:66;nodeC:279,shard1:294;shard2:180;shard3:310,653ms,0.14,0.03,0.044,0.09,15s,1.5s,0.19,3575,0.8,0.2,0.92,79.5,0.98,UTC+8,AWS,ap-southeast-1,33,26,72.0,19,5,0.32,0.88,0.91,0.43,0.42,4,shard1:0.9;shard2:0.1,0.69,43.4,49.7,0.34,0.9,0.41,13.8,284ms,0.38,1599,264ms,0.04,0.989,90.9,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,maintenance,1397,900
5,2.9,x86,20,40,DDR4,20.7,55.5,HDD,707,969,3876,128ms,0.915,false,76.7,76.3,107.9,nodeA:43;nodeB:296;nodeC:213;nodeD:288;nodeE:106,shard1:101;shard2:57,762ms,0.23,0.14,0.007,0.09,20s,3.8s,0.14,1375,0.46,0.54,0.33,6.0,0.71,UTC-8,AWS,us-west-2,33,16,57.0,29,3,0.57,0.19,0.46,0.16,0.52,2,shard1:0.8;shard2:0.1;shard3:0.1,0.68,90.1,76.1,0.06,17.9,0.54,6.2,155ms,0.7,108,76ms,0.11,0.939,60.9,storage,"storage,data_service,archive","data_storage,archive_service,data_retrieval",data_storage:1;archive_service:2;data_retrieval:2,maintenance,691,1921
22,2.3,ARM,132,64,DDR5,29.2,6.7,SSD,383,1325,15900,126ms,0.992,true,45.6,58.0,973.1,nodeA:141;nodeB:102,shard1:215;shard2:55;shard3:342,589ms,0.17,0.13,0.031,0.02,13s,1.1s,0.38,1947,0.66,0.34,0.97,35.4,0.97,UTC-5,Google Cloud,us-east-1,40,19,68.5,28,3,0.77,0.57,0.84,0.58,0.64,5,shard1:0.5;shard2:0.2;shard3:0.3,0.78,87.4,74.4,0.1,3.0,0.7,9.1,37ms,0.79,1687,444ms,0.19,0.995,97.6,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,high_load,158,342
2,3.9,x86,14,32,DDR5,17.8,1.0,SSD,310,361,4332,81ms,0.931,false,54.1,53.4,215.8,nodeA:211;nodeB:101;nodeC:71,shard1:134;shard2:375;shard3:374;shard4:366,901ms,0.24,0.05,0.04,0.05,15s,4.4s,0.14,1960,0.79,0.21,0.52,7.2,0.72,UTC+1,Azure,europe-west,16,6,25.0,15,5,0.66,0.57,0.68,0.49,0.27,5,shard1:0.8;shard2:0.2,0.59,84.6,39.4,0.06,0.6,0.51,9.4,97ms,0.67,1136,587ms,0.02,0.903,73.5,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,active,2941,1989
10,2.7,ARM,60,85,DDR5,63.5,34.2,SSD,539,1977,21747,143ms,0.85,false,37.6,53.9,255.8,nodeA:159;nodeB:40;nodeC:215;nodeD:150,shard1:370;shard2:288,1455ms,0.2,0.03,0.039,0.02,30s,7.7s,0.33,2086,0.56,0.44,0.18,6.0,0.78,UTC-8,AWS,us-west-2,37,7,47.5,25,4,0.39,0.3,0.56,0.33,0.47,2,shard1:0.6;shard2:0.3;shard3:0.1,0.71,73.7,74.4,0.05,9.2,0.49,2.4,261ms,0.45,947,355ms,0.25,0.904,75.3,storage,"storage,data_service,archive","data_storage,archive_service,data_retrieval",data_storage:1;archive_service:2;data_retrieval:2,active,729,194
31,3.5,ARM,186,156,DDR4,65.6,13.9,HDD,626,3873,58095,115ms,0.97,true,64.7,75.6,780.2,nodeA:255;nodeB:287;nodeC:39;nodeD:224;nodeE:241,shard1:63;shard2:160;shard3:340;shard4:142,764ms,0.28,0.1,0.02,0.07,23s,6.8s,0.12,928,0.69,0.31,0.8,7.4,0.89,UTC+3,Yandex Cloud,ru-central1,72,23,106.5,42,5,0.66,0.86,0.68,0.61,0.77,4,shard1:0.6;shard2:0.4,0.52,37.0,79.5,0.27,3.6,0.36,14.5,142ms,0.53,1427,776ms,0.27,0.988,87.1,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,active,263,761
32,2.9,ARM,224,304,DDR5,144.8,31.0,HDD,403,3326,9978,44ms,0.986,true,68.9,59.4,661.2,nodeA:223;nodeB:58;nodeC:121,shard1:96;shard2:356,828ms,0.1,0.12,0.03,0.04,11s,2.6s,0.33,1509,0.74,0.26,0.93,51.2,0.88,UTC-8,AWS,us-west-2,40,19,68.5,23,2,0.72,0.26,0.45,0.17,0.35,3,shard1:0.8;shard2:0.1;shard3:0.1,0.91,61.6,46.9,0.2,12.9,0.4,3.4,28ms,0.37,1241,367ms,0.27,0.984,84.0,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,maintenance,2393,1152
31,4.0,x86,248,139,DDR5,84.3,15.6,HDD,451,1920,30720,157ms,0.99,true,37.2,25.9,1492.7,nodeA:69;nodeB:279;nodeC:263,shard1:210;shard2:103;shard3:359;shard4:166,253ms,0.17,0.13,0.049,0.03,22s,3.5s,0.34,1290,0.4,0.6,0.75,18.8,0.8,UTC-3,AWS,sa-east-1,56,32,104.0,45,3,0.57,0.87,0.78,0.68,0.76,4,shard1:0.7;shard2:0.2;shard3:0.1,0.86,75.9,88.8,0.33,5.6,0.52,13.6,140ms,0.51,781,128ms,0.29,0.983,95.5,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,active,2977,555
5,3.2,x86,25,10,DDR5,7.8,0.8,HDD,693,559,10621,55ms,0.915,false,82.7,48.4,226.6,nodeA:81;nodeB:189;nodeC:65;nodeD:68;nodeE:226,shard1:400;shard2:248;shard3:258;shard4:245,330ms,0.22,0.03,0.037,0.06,15s,3.4s,0.25,1192,0.79,0.21,0.21,5.4,0.79,UTC+9,Alibaba Cloud,ap-northeast-1,15,5,22.5,15,5,0.39,0.37,0.54,0.23,0.2,5,shard1:0.2;shard2:0.3;shard3:0.5,0.53,79.0,63.2,0.32,0.2,0.34,6.8,102ms,0.78,559,665ms,0.23,0.949,80.9,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,maintenance,220,1379
23,2.2,ARM,92,166,DDR5,66.5,5.5,NVMe,203,2191,35056,150ms,0.994,true,56.7,16.4,884.9,nodeA:75;nodeB:198;nodeC:112;nodeD:285,shard1:101;shard2:304,670ms,0.06,0.07,0.013,0.1,13s,0.7s,0.2,2608,0.41,0.59,0.98,87.3,0.96,UTC+1,Azure,europe-west,37,32,85.0,37,5,0.42,0.52,0.67,0.82,0.77,5,shard1:0.6;shard2:0.4,0.68,41.5,53.6,0.35,3.6,0.6,12.4,247ms,0.32,129,600ms,0.27,0.995,82.2,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,maintenance,1376,1964
11,3.7,x86,22,150,DDR5,63.5,3.4,NVMe,622,1571,21994,140ms,0.981,true,24.1,83.8,784.3,nodeA:180;nodeB:44;nodeC:293,shard1:74;shard2:205,775ms,0.23,0.13,0.009,0.06,15s,3.2s,0.37,4712,0.63,0.37,0.95,59.2,0.95,UTC-8,AWS,us-west-2,43,22,76.0,25,5,0.8,0.56,0.8,0.54,0.55,4,shard1:0.3;shard2:0.6;shard3:0.1,0.51,36.8,61.5,0.26,1.3,0.9,11.8,48ms,0.64,135,242ms,0.28,0.986,90.6,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,idle,2439,1161
7,3.7,x86,21,11,DDR5,5.8,0.8,NVMe,346,829,9948,193ms,0.857,false,34.3,29.5,210.1,nodeA:85;nodeB:134;nodeC:56;nodeD:78;nodeE:79,shard1:300;shard2:84,231ms,0.06,0.07,0.046,0.02,24s,1.2s,0.17,2809,0.79,0.21,0.59,3.8,0.87,UTC+3,Yandex Cloud,ru-central1,6,4,12.0,4,3,0.7,0.23,0.66,0.37,0.48,3,shard1:0.5;shard2:0.5,0.6,87.1,72.9,0.15,0.5,0.55,6.8,162ms,0.85,438,549ms,0.08,0.851,77.3,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,maintenance,271,1475
17,2.7,x86,102,130,DDR4,46.1,3.7,NVMe,326,1354,25726,92ms,0.991,true,34.1,51.3,535.7,nodeA:102;nodeB:93;nodeC:300;nodeD:182,shard1:107;shard2:400,1180ms,0.08,0.05,0.042,0.03,17s,1.9s,0.28,3688,0.7,0.3,0.79,20.2,0.92,UTC-8,AWS,us-west-2,79,21,110.5,59,2,0.67,0.92,0.66,0.87,0.77,3,shard1:0.4;shard2:0.6,0.72,88.6,28.7,0.18,2.8,0.6,4.2,119ms,0.52,1526,499ms,0.02,0.988,95.2,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,high_load,2564,1132
11,3.7,x86,22,161,DDR4,48.6,2.8,NVMe,516,3322,16610,58ms,0.991,true,73.4,17.5,1045.6,nodeA:255;nodeB:251;nodeC:247;nodeD:218;nodeE:257,shard1:222;shard2:216;shard3:390,240ms,0.21,0.14,0.047,0.07,24s,5.3s,0.22,2046,0.67,0.33,0.82,29.7,0.85,UTC-3,AWS,sa-east-1,60,19,88.5,44,4,0.45,0.56,0.85,0.88,0.56,3,shard1:0.2;shard2:0.4;shard3:0.4,0.92,53.9,26.4,0.33,0.8,0.58,10.9,297ms,0.85,873,178ms,0.25,0.987,97.0,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,idle,1824,1859
15,3.6,x86,90,78,DDR5,58.5,38.7,NVMe,1182,2122,31830,90ms,0.887,false,41.5,42.5,335.1,nodeA:189;nodeB:66,shard1:232;shard2:153;shard3:127,1311ms,0.21,0.06,0.042,0.08,28s,1.8s,0.17,4619,0.76,0.24,0.43,4.4,0.89,UTC-3,AWS,sa-east-1,16,11,32.5,14,3,0.48,0.47,0.48,0.16,0.36,2,shard1:0.3;shard2:0.7,0.57,50.6,41.0,0.31,25.4,0.59,9.5,291ms,0.78,1843,86ms,0.21,0.929,62.1,storage,"storage,data_service,archive","data_storage,archive_service,data_retrieval",data_storage:1;archive_service:2;data_retrieval:2,maintenance,135,1934
